17:58:58 run E26b-RIVER4 20260917-175858: River creatures, and only river creatures, allowed to spawn on RIVER4, a fort placed on region tile 16,23 where the river runs north to south through the tile,. Every non-vermin creature carrying a RIVER biome token in the vanilla raws (19 species; RIVER4 is temperate shrubland) is opened at 50 on every tile in every layer; every other Animal entry on the site and its ring, surface, cavern, underworld and feature alike, is closed (the first pass left the unbounded underworld entries open and twelve demons tripped the stop rule); every hold in every layer released, and released again every 1500 ticks. Edge water at every z, the map's feature list and map_edge's fields are logged first. Any arrival at all is a river creature. Runs to 403,200 ticks or six arrivals.
17:58:58   [rig] DF already running (pid 33717), port 5555
17:58:58 == E26b-RIVER4 arm=river_only rep=1 fort=RIVER4 budget=403200 every=1000
17:58:59   [rig] restored RIVER4.preverify -> /Users/nathanielcannon/Library/Application Support/CrossOver/Bottles/Win10/drive_c/users/crossover/AppData/Roaming/Bay 12 Games/Dwarf Fortress/save/RIVER4
17:58:59   restored RIVER4.preverify -> RIVER4 sha256 3845f4f26682
17:59:31   [rig] clicked through to RIVER4 (world: Udon Alu); waiting for the map
17:59:31   [rig] loaded after 12s (screen=viewscreen_dwarfmodest focus=dwarfmode/Default world=true map=true paused=true modal=false year=5 tick=16801 season=0 units=46)
17:59:31   [rig] drained 0 queued popup(s)
17:59:32   baseline: 22 wild units on map, 684 pool entries, tick 16801 year 5
17:59:38   manipulation: local n,zs,minz,maxz=0,{},999,-1; local d=df.global.world.map; local W,H=d.x_count,d.y_count; for z=0,d.z_count-1 do local cnt=0; for x=0,W-1 do for _,y in ipairs({0,H-1}) do local b=dfhack.maps.getTileBlock(x,y,z); if b then local des=b.designation[x%16][y%16]; if des.flow_size>=4 and not des.liquid_type then cnt=cnt+1 end end end end; for y=0,H-1 do for _,x in ipairs({0,W-1}) do local b=dfhack.maps.getTileBlock(x,y,z); if b then local des=b.designation[x%16][y%16]; if des.flow_size>=4 and not des.liquid_type then cnt=cnt+1 end end end end; if cnt>0 then n=n+cnt; zs[#zs+1]=z..':'..cnt; if z<minz then minz=z end; if z>maxz then maxz=z end end end; print(('edge water: %d edge tiles with water>=4 across z %d..%d [%s]'):format(n, minz, maxz, table.concat(zs,' '))) -> edge water: 157 edge tiles with water>=4 across z 74..93 [74:148 93:9]
17:59:38   manipulation: local out={}; local ok,err=pcall(function() for i,f in ipairs(df.global.world.features.map_features) do out[#out+1]=i..':'..tostring(f._type) end end); print('map_features:', ok and table.concat(out,' ') or ('err '..tostring(err))); local me={}; for k,v in pairs(df.global.plotinfo.map_edge) do local n; pcall(function() n=#v end); me[#me+1]=tostring(k)..'='..tostring(n or v) end; print('map_edge fields:', table.concat(me,' ')) -> map_features:	0:<type: feature_init_cavest> 1:<type: feature_init_subterranean_from_layerst> 2:<type: feature_init_subterranean_from_layerst> 3:<type: feature_init_subterranean_from_layerst> 4:<type: feature_init_magma_core_from_layerst> 5:<type: feature_init_underworld_from_layerst> 6:<type: feature_init_outdoor_riverst> 7:<type: feature_init_deep_special_tubest> 8:<type: feature_init_magma_poolst> 9:<type: feature_init_deep_special_tubest> 10:<type: feature_init_deep_special_tubest> 11:<type: feature_init_deep_special_tubest>
map_edge fields:	layer_x=5 surface_x=396 layer_y=5 surface_y=396 layer_z=5 surface_z=396
17:59:38   manipulation: probe:edge -> x	y	z	tiletype	water	liquid
18:05:15   manipulation: probe:release all -> released 0 unit(s) [all]
18:05:18   +110138 ticks | wild   7 | arrivals   0 | departures  15 | deaths  0 | 367 t/s
18:05:22   manipulation: probe:release all -> released 0 unit(s) [all]
18:05:29   manipulation: probe:release all -> released 0 unit(s) [all]
18:05:36   manipulation: probe:release all -> released 0 unit(s) [all]
18:05:43   manipulation: probe:release all -> released 0 unit(s) [all]
18:05:50   manipulation: probe:release all -> released 0 unit(s) [all]
18:05:50   +120848 ticks | wild   7 | arrivals   0 | departures  15 | deaths  0 | 366 t/s
18:05:57   manipulation: probe:release all -> released 0 unit(s) [all]
18:06:05   manipulation: probe:release all -> released 0 unit(s) [all]
18:06:12   manipulation: probe:release all -> released 0 unit(s) [all]
18:06:18   manipulation: probe:release all -> released 0 unit(s) [all]
18:06:18   +130277 ticks | wild   7 | arrivals   0 | departures  15 | deaths  0 | 382 t/s
18:06:26   manipulation: probe:release all -> released 0 unit(s) [all]
18:06:34   manipulation: probe:release all -> released 0 unit(s) [all]
18:06:41   manipulation: probe:release all -> released 0 unit(s) [all]
18:06:48   manipulation: probe:release all -> released 0 unit(s) [all]
18:06:52   +140605 ticks | wild   7 | arrivals   0 | departures  15 | deaths  0 | 302 t/s
18:06:56   manipulation: probe:release all -> released 0 unit(s) [all]
18:07:04   manipulation: probe:release all -> released 0 unit(s) [all]
18:07:11   manipulation: probe:release all -> released 0 unit(s) [all]
18:07:19   manipulation: probe:release all -> released 0 unit(s) [all]
18:07:23   +150059 ticks | wild   7 | arrivals   0 | departures  15 | deaths  0 | 334 t/s
18:07:27   manipulation: probe:release all -> released 0 unit(s) [all]
18:07:34   manipulation: probe:release all -> released 0 unit(s) [all]
18:07:42   manipulation: probe:release all -> released 0 unit(s) [all]
18:07:49   manipulation: probe:release all -> released 0 unit(s) [all]
18:07:57   manipulation: probe:release all -> released 0 unit(s) [all]
18:07:57   +160561 ticks | wild   7 | arrivals   0 | departures  15 | deaths  0 | 346 t/s
18:08:05   manipulation: probe:release all -> released 0 unit(s) [all]
18:08:12   manipulation: probe:release all -> released 0 unit(s) [all]
18:08:21   manipulation: probe:release all -> released 0 unit(s) [all]
18:08:28   manipulation: probe:release all -> released 0 unit(s) [all]
18:08:36   manipulation: probe:release all -> released 0 unit(s) [all]
18:08:44   manipulation: probe:release all -> released 0 unit(s) [all]
18:08:52   manipulation: probe:release all -> released 0 unit(s) [all]
18:09:00   manipulation: probe:release all -> released 0 unit(s) [all]
18:09:04   +180517 ticks | wild   6 | arrivals   0 | departures  16 | deaths  0 | 345 t/s
18:09:07   manipulation: probe:release all -> released 0 unit(s) [all]
18:09:15   manipulation: probe:release all -> released 0 unit(s) [all]
18:09:27   manipulation: probe:release all -> released 0 unit(s) [all]
18:09:34   manipulation: probe:release all -> released 0 unit(s) [all]
18:09:42   manipulation: probe:release all -> released 0 unit(s) [all]
18:09:42   +190800 ticks | wild   6 | arrivals   0 | departures  16 | deaths  0 | 357 t/s
18:09:49   manipulation: probe:release all -> released 0 unit(s) [all]
18:09:57   manipulation: probe:release all -> released 0 unit(s) [all]
18:10:05   manipulation: probe:release all -> released 0 unit(s) [all]
18:10:12   manipulation: probe:release all -> released 0 unit(s) [all]
18:10:20   manipulation: probe:release all -> released 0 unit(s) [all]
18:10:37   manipulation: probe:release all -> released 0 unit(s) [all]
18:10:46   manipulation: probe:release all -> released 0 unit(s) [all]
18:10:55   manipulation: probe:release all -> released 0 unit(s) [all]
18:10:59   +210494 ticks | wild   7 | arrivals   2 | departures  17 | deaths  0 | 307 t/s
18:11:03   manipulation: probe:release all -> released 0 unit(s) [all]
18:11:12   manipulation: probe:release all -> released 0 unit(s) [all]
18:11:20   manipulation: probe:release all -> released 0 unit(s) [all]
18:11:29   manipulation: probe:release all -> released 0 unit(s) [all]
18:11:37   manipulation: probe:release all -> released 0 unit(s) [all]
18:11:37   +220477 ticks | wild   7 | arrivals   2 | departures  17 | deaths  0 | 300 t/s
18:11:45   manipulation: probe:release all -> released 0 unit(s) [all]
18:11:54   manipulation: probe:release all -> released 0 unit(s) [all]
18:12:03   manipulation: probe:release all -> released 0 unit(s) [all]
18:12:11   manipulation: probe:release all -> released 0 unit(s) [all]
18:12:15   +230354 ticks | wild   7 | arrivals   2 | departures  17 | deaths  0 | 277 t/s
18:12:20   manipulation: probe:release all -> released 0 unit(s) [all]
18:12:29   manipulation: probe:release all -> released 0 unit(s) [all]
18:12:37   manipulation: probe:release all -> released 0 unit(s) [all]
18:12:46   manipulation: probe:release all -> released 0 unit(s) [all]
18:12:55   manipulation: probe:release all -> released 0 unit(s) [all]
18:12:55   +240921 ticks | wild   6 | arrivals   2 | departures  18 | deaths  0 | 270 t/s
18:13:04   manipulation: probe:release all -> released 0 unit(s) [all]
18:13:13   manipulation: probe:release all -> released 0 unit(s) [all]
18:13:22   manipulation: probe:release all -> released 0 unit(s) [all]
18:13:31   manipulation: probe:release all -> released 0 unit(s) [all]
18:13:31   +250214 ticks | wild   6 | arrivals   2 | departures  18 | deaths  0 | 284 t/s
18:13:40   manipulation: probe:release all -> released 0 unit(s) [all]
18:13:49   manipulation: probe:release all -> released 0 unit(s) [all]
18:13:58   manipulation: probe:release all -> released 0 unit(s) [all]
18:14:07   manipulation: probe:release all -> released 0 unit(s) [all]
18:14:11   +260906 ticks | wild   6 | arrivals   2 | departures  18 | deaths  0 | 309 t/s
18:14:15   manipulation: probe:release all -> released 0 unit(s) [all]
18:14:24   manipulation: probe:release all -> released 0 unit(s) [all]
18:14:33   manipulation: probe:release all -> released 0 unit(s) [all]
18:14:42   manipulation: probe:release all -> released 0 unit(s) [all]
18:14:51   manipulation: probe:release all -> released 0 unit(s) [all]
18:15:00   manipulation: probe:release all -> released 0 unit(s) [all]
18:15:09   manipulation: probe:release all -> released 0 unit(s) [all]
18:15:18   manipulation: probe:release all -> released 0 unit(s) [all]
18:15:26   manipulation: probe:release all -> released 0 unit(s) [all]
18:15:26   +280288 ticks | wild   5 | arrivals   2 | departures  19 | deaths  0 | 287 t/s
18:15:36   manipulation: probe:release all -> released 0 unit(s) [all]
18:15:46   manipulation: probe:release all -> released 0 unit(s) [all]
18:15:55   manipulation: probe:release all -> released 0 unit(s) [all]
18:16:04   manipulation: probe:release all -> released 0 unit(s) [all]
18:16:09   +290189 ticks | wild   4 | arrivals   2 | departures  20 | deaths  0 | 251 t/s
18:16:13   manipulation: probe:release all -> released 0 unit(s) [all]
18:16:22   manipulation: probe:release all -> released 0 unit(s) [all]
18:16:31   manipulation: probe:release all -> released 0 unit(s) [all]
18:16:39   manipulation: probe:release all -> released 0 unit(s) [all]
18:16:49   manipulation: probe:release all -> released 0 unit(s) [all]
18:16:49   +300307 ticks | wild   4 | arrivals   2 | departures  20 | deaths  0 | 278 t/s
18:16:57   manipulation: probe:release all -> released 0 unit(s) [all]
18:17:06   manipulation: probe:release all -> released 0 unit(s) [all]
18:17:14   manipulation: probe:release all -> released 0 unit(s) [all]
18:17:23   manipulation: probe:release all -> released 0 unit(s) [all]
18:17:28   +310589 ticks | wild   4 | arrivals   2 | departures  20 | deaths  0 | 296 t/s
18:17:32   manipulation: probe:release all -> released 0 unit(s) [all]
18:17:41   manipulation: probe:release all -> released 0 unit(s) [all]
18:17:50   manipulation: probe:release all -> released 0 unit(s) [all]
18:17:59   manipulation: probe:release all -> released 0 unit(s) [all]
18:18:08   manipulation: probe:release all -> released 0 unit(s) [all]
18:18:08   +320534 ticks | wild   4 | arrivals   2 | departures  20 | deaths  0 | 246 t/s
18:18:18   manipulation: probe:release all -> released 0 unit(s) [all]
18:18:27   manipulation: probe:release all -> released 0 unit(s) [all]
18:18:36   manipulation: probe:release all -> released 0 unit(s) [all]
18:18:45   manipulation: probe:release all -> released 0 unit(s) [all]
18:18:50   +330564 ticks | wild   4 | arrivals   2 | departures  20 | deaths  0 | 256 t/s
18:18:55   manipulation: probe:release all -> released 0 unit(s) [all]
18:19:04   manipulation: probe:release all -> released 0 unit(s) [all]
18:19:13   manipulation: probe:release all -> released 0 unit(s) [all]
18:19:22   manipulation: probe:release all -> released 0 unit(s) [all]
18:19:32   manipulation: probe:release all -> released 0 unit(s) [all]
18:19:32   +340804 ticks | wild   4 | arrivals   2 | departures  20 | deaths  0 | 272 t/s
18:19:41   manipulation: probe:release all -> released 0 unit(s) [all]
18:19:50   manipulation: probe:release all -> released 0 unit(s) [all]
18:20:00   manipulation: probe:release all -> released 0 unit(s) [all]
18:20:09   manipulation: probe:release all -> released 0 unit(s) [all]
18:20:19   manipulation: probe:release all -> released 0 unit(s) [all]
18:20:29   manipulation: probe:release all -> released 0 unit(s) [all]
18:20:38   manipulation: probe:release all -> released 0 unit(s) [all]
18:20:48   manipulation: probe:release all -> released 0 unit(s) [all]
18:20:58   manipulation: probe:release all -> released 0 unit(s) [all]
18:21:06   manipulation: probe:release all -> released 0 unit(s) [all]
18:21:16   manipulation: probe:release all -> released 0 unit(s) [all]
18:21:25   manipulation: probe:release all -> released 0 unit(s) [all]
18:21:35   manipulation: probe:release all -> released 0 unit(s) [all]
18:21:44   manipulation: probe:release all -> released 0 unit(s) [all]
18:21:53   manipulation: probe:release all -> released 0 unit(s) [all]
18:22:02   manipulation: probe:release all -> released 0 unit(s) [all]
18:22:12   manipulation: probe:release all -> released 0 unit(s) [all]
18:22:21   manipulation: probe:release all -> released 0 unit(s) [all]
18:22:31   manipulation: probe:release all -> released 0 unit(s) [all]
18:22:41   manipulation: probe:release all -> released 0 unit(s) [all]
18:22:55   manipulation: probe:release all -> released 0 unit(s) [all]
18:23:04   manipulation: probe:release all -> released 0 unit(s) [all]
18:23:04   +390130 ticks | wild   3 | arrivals   2 | departures  21 | deaths  0 | 275 t/s
18:23:12   manipulation: probe:release all -> released 0 unit(s) [all]
18:23:21   manipulation: probe:release all -> released 0 unit(s) [all]
18:23:30   manipulation: probe:release all -> released 0 unit(s) [all]
18:23:39   manipulation: probe:release all -> released 0 unit(s) [all]
18:23:43   +400119 ticks | wild   1 | arrivals   2 | departures  23 | deaths  0 | 283 t/s
18:23:48   manipulation: probe:release all -> released 0 unit(s) [all]
18:23:57   manipulation: probe:release all -> released 0 unit(s) [all]
18:24:06   [rig] back at the title screen
18:24:06   done: {"arm": "river_only", "rep": 1, "valid": true, "breaches": [], "control": null, "arrivals": 2, "departures": 23, "deaths": 0, "ticks": 403441, "wall_s": 1289.9, "stop": null, "ticks_per_s": 312.8, "save_untouched": true}
18:24:29 run complete -> /Users/nathanielcannon/Claude/Projects/DwarfCron/data/experiments/E26b-RIVER4/20260917-175858
/Users/nathanielcannon/Claude/Projects/DwarfCron/data/experiments/E26b-RIVER4/20260917-175858

# E26b-RIVER4 -- River creatures, and only river creatures, allowed to spawn on RIVER4, a fort placed on region tile 16,23 where the river runs north to south through the tile,. Every non-vermin creature carrying a RIVER biome token in the vanilla raws (19 species; RIVER4 is temperate shrubland) is opened at 50 on every tile in every layer; every other Animal entry on the site and its ring, surface, cavern, underworld and feature alike, is closed (the first pass left the unbounded underworld entries open and twelve demons tripped the stop rule); every hold in every layer released, and released again every 1500 ticks. Edge water at every z, the map's feature list and map_edge's fields are logged first. Any arrival at all is a river creature. Runs to 403,200 ticks or six arrivals.
run 20260917-175858 fort RIVER4 backup RIVER4.preverify
DF None DFHack None world None site None tiles None seed None
commits: DwarfCron 5cc097d seasonal-wildlife 7d8444e fps cap 1000

## Predictions (written before the run)
- DF has a river arrival path with its own gate or timer: river-species arrivals with layer=feature within the run; timing tells the gate
- river feature entries are never drawn on 53.16: zero arrivals of any kind for the whole run while edge water is present
- the edge is the problem: edge water absent or only at a z the entry code ignores; nothing arrives

## Replicates
arm | rep | valid | control | ticks | t/s | arrivals | departures | deaths | stop | breaches
river_only | 1 | True | None | 403441 | 312.8 | 2 | 23 | 0 |  | 

## Arrivals (new unit ids, attributed by the six-tuple they carry)
arm | rep | tick | species | ref6 | n | countdown at first sighting | departed at (rel ticks) | outcome
river_only | 1 | +201052 | FISH_CARP | 16,23,0,-1,-1,5 | 2 | 0 | 81457,199067 | departure

## Waves (1; per-wave summary written to waves.tsv, keyed on first-listed tick)
arm | rep | listed | species | layer | n | departed | died | present
river_only | 1 | +201052 | FISH_CARP | feature | 2 | 2 | 0 | 0

## Countdown behaviour per arrived unit (first reading -> last reading over ticks)
river_only | 1 | unit 197 FISH_CARP: 0 -> 0 over 80356 ticks (slope +0.000/tick)
river_only | 1 | unit 198 FISH_CARP: 0 -> 0 over 197925 ticks (slope +0.000/tick)

## Entry quantity around each departure or death (sample before -> sample of the event -> next sample)
arm | rep | event | unit | species | ref6 | quantity before -> at -> after
river_only | 1 | departure | 188 | ALLIGATOR | 16,23,0,-1,-1,0 | 150 -> 151 -> 151
river_only | 1 | departure | 172 | HIPPO | 16,23,0,-1,-1,2 | 475 -> 476 -> 479
river_only | 1 | departure | 169 | RIVER | 16,23,0,-1,-1,3 | 275 -> 278 -> 278
river_only | 1 | departure | 170 | RIVER | 16,23,0,-1,-1,3 | 275 -> 278 -> 278
river_only | 1 | departure | 171 | RIVER | 16,23,0,-1,-1,3 | 275 -> 278 -> 278
river_only | 1 | departure | 173 | HIPPO | 16,23,0,-1,-1,2 | 476 -> 479 -> 479
river_only | 1 | departure | 174 | HIPPO | 16,23,0,-1,-1,2 | 476 -> 479 -> 479
river_only | 1 | departure | 175 | HIPPO | 16,23,0,-1,-1,2 | 476 -> 479 -> 479
river_only | 1 | departure | 189 | ALLIGATOR | 16,23,0,-1,-1,0 | 151 -> 152 -> 152
river_only | 1 | departure | 176 | HIPPO | 16,23,0,-1,-1,2 | 479 -> 481 -> 481
river_only | 1 | departure | 177 | HIPPO | 16,23,0,-1,-1,2 | 479 -> 481 -> 481
river_only | 1 | departure | 178 | FISH_CARP | 16,23,0,-1,-1,5 | 425 -> 427 -> 427
river_only | 1 | departure | 179 | FISH_CARP | 16,23,0,-1,-1,5 | 425 -> 427 -> 427
river_only | 1 | departure | 168 | FISH_STINGRAY | 16,23,0,-1,-1,6 | 425 -> 426 -> 426
river_only | 1 | departure | 187 | FISH_STINGRAY | 16,23,0,-1,-1,6 | 426 -> 427 -> 427
river_only | 1 | departure | 180 | FISH_CARP | 16,23,0,-1,-1,5 | 427 -> 428 -> 428
river_only | 1 | departure | 181 | FISH_CARP | 16,23,0,-1,-1,5 | 428 -> 429 -> 429
river_only | 1 | departure | 182 | FISH_CARP | 16,23,0,-1,-1,5 | 429 -> 430 -> 430
river_only | 1 | departure | 183 | FISH_CARP | 16,23,0,-1,-1,5 | 430 -> 431 -> 431
river_only | 1 | departure | 197 | FISH_CARP | 16,23,0,-1,-1,5 | 431 -> 432 -> 432
river_only | 1 | departure | 184 | FISH_CARP | 16,23,0,-1,-1,5 | 432 -> 433 -> 433
river_only | 1 | departure | 185 | FISH_CARP | 16,23,0,-1,-1,5 | 433 -> 434 -> 434
river_only | 1 | departure | 198 | FISH_CARP | 16,23,0,-1,-1,5 | 434 -> 435 -> 435

## Manipulations applied
river_only | 1 | +0 | local n,zs,minz,maxz=0,{},999,-1; local d=df.global.world.map; local W,H=d.x_count,d.y_count; for z=0,d.z_count-1 do local cnt=0; for x=0,W-1 do for _,y in ipairs({0,H-1}) do local b=dfhack.maps.getTileBlock(x,y,z); if b then local des=b.designation[x%16][y%16]; if des.flow_size>=4 and not des.liquid_type then cnt=cnt+1 end end end end; for y=0,H-1 do for _,x in ipairs({0,W-1}) do local b=dfhack.maps.getTileBlock(x,y,z); if b then local des=b.designation[x%16][y%16]; if des.flow_size>=4 and not des.liquid_type then cnt=cnt+1 end end end end; if cnt>0 then n=n+cnt; zs[#zs+1]=z..':'..cnt; if z<minz then minz=z end; if z>maxz then maxz=z end end end; print(('edge water: %d edge tiles with water>=4 across z %d..%d [%s]'):format(n, minz, maxz, table.concat(zs,' '))) | edge water: 157 edge tiles with water>=4 across z 74..93 [74:148 93:9]
river_only | 1 | +0 | local out={}; local ok,err=pcall(function() for i,f in ipairs(df.global.world.features.map_features) do out[#out+1]=i..':'..tostring(f._type) end end); print('map_features:', ok and table.concat(out,' ') or ('err '..tostring(err))); local me={}; for k,v in pairs(df.global.plotinfo.map_edge) do local n; pcall(function() n=#v end); me[#me+1]=tostring(k)..'='..tostring(n or v) end; print('map_edge fields:', table.concat(me,' ')) | map_features: 0:<type: feature_init_cavest> 1:<type: feature_init_subterranean_from_layerst> 2:<type: feature_init_subterranean_from_layerst> 3:<type: feature_init_subterranean_from_layerst> 4:<type: feature_init_magma_core_from_layerst> 5:<type: feature_init_underworld_from_layerst> 6:<type: feature_init_outdoor_riverst> 7:<type: feature_init_deep_special_tubest> 8:<type: feature_init_magma_poolst> 9:<type: feature_init_deep_special_tubest> 10:<type: feature_init_deep_special_tubest> 11:<type: feature_init_deep_special_tubest> | map_edge fields: layer_x=5 surface_x=396 layer_y=5 surface_y=396 layer_z=5 surface_z=396
