
# E15 -- F15, the large-stock debit rule. On CTRL, open exactly one species across the site tile and its ring, release the surface every 1,500 ticks for 20,000 ticks, and sample every entry every 200 ticks: does the debit per wave equal the wave size when the entry is large, and does the rule follow the entry's size or the species?
run 20260917-141259 fort CTRL backup CTRL.preverify
DF v0.53.16 win64 STEAM DFHack 53.16-r1.1 world The Legendary Dimension site 32 tiles 29..29,20..20 seed WILDERPOP1
commits: DwarfCron a60f0d1 seasonal-wildlife 55a21fa fps cap 1000

## Predictions (written before the run)
- A: exact debit, hidden by a growth or refund term: per-wave step in the entry equals the wave size on every arm; between waves the entry climbs back on large entries
- B: a different rule above some size: raven-natural and kangaroo-300 both debit less than the wave size; raven-30 and kangaroo-30 debit exactly
- C: a species (flier) rule, not a size rule: raven debits short at both 339 and 30; kangaroo debits exactly at both 300 and 30

## Replicates
arm | rep | valid | control | ticks | t/s | arrivals | departures | deaths | stop | breaches
raven_natural | 1 | True | None | 20110 | 85.9 | 102 | 0 | 0 |  | 
raven_natural | 2 | True | None | 20023 | 78.3 | 120 | 0 | 0 |  | 
raven_30 | 1 | True | None | 20170 | 91.8 | 85 | 0 | 0 |  | 
raven_30 | 2 | True | None | 20204 | 95.9 | 73 | 0 | 0 |  | 
kangaroo_300 | 1 | True | None | 20042 | 180.0 | 50 | 0 | 0 |  | 
kangaroo_300 | 2 | True | None | 20194 | 174.0 | 50 | 0 | 0 |  | 
kangaroo_30 | 1 | True | None | 20232 | 175.3 | 41 | 0 | 0 |  | 
kangaroo_30 | 2 | True | None | 20057 | 166.3 | 40 | 0 | 0 |  | 

## Arrivals (new unit ids, attributed by the six-tuple they carry)
arm | rep | tick | species | ref6 | n | countdown at first sighting | departed at (rel ticks) | outcome
kangaroo_30 | 1 | +0 | probe:release surface | released 0 unit(s) [surface]
kangaroo_30 | 1 | +1757 | probe:release surface | released 2 unit(s) [surface]
kangaroo_30 | 1 | +3282 | probe:release surface | released 2 unit(s) [surface]
kangaroo_30 | 1 | +4800 | probe:release surface | released 3 unit(s) [surface]
kangaroo_30 | 1 | +6347 | probe:release surface | released 2 unit(s) [surface]
kangaroo_30 | 1 | +7902 | probe:release surface | released 4 unit(s) [surface]
kangaroo_30 | 1 | +9536 | probe:release surface | released 4 unit(s) [surface]
kangaroo_30 | 1 | +11189 | probe:release surface | released 6 unit(s) [surface]
kangaroo_30 | 1 | +12732 | probe:release surface | released 3 unit(s) [surface]
kangaroo_30 | 1 | +14400 | probe:release surface | released 4 unit(s) [surface]
kangaroo_30 | 1 | +15915 | probe:release surface | released 0 unit(s) [surface]
kangaroo_30 | 1 | +17444 | probe:release surface | released 0 unit(s) [surface]
kangaroo_30 | 1 | +19005 | probe:release surface | released 0 unit(s) [surface]
kangaroo_30 | 2 | +0 | local site=df.world_site.find(df.global.plotinfo.site_id); local x0,x1=math.floor(site.global_min_x/16),math.floor(site.global_max_x/16); local y0,y1=math.floor(site.global_min_y/16),math.floor(site.global_max_y/16); local o,c,qs=0,0,{}; for i,p in ipairs(df.global.world.populations.all) do local r=p.population; if p.type==df.world_population_type.Animal and r.feature_idx<0 and r.cave_id<0 and r.region_x>=x0-1 and r.region_x<=x1+1 and r.region_y>=y0-1 and r.region_y<=y1+1 and p.quantity_max<10000000 then local cr=df.creature_raw.find(p.race); local id=cr and cr.creature_id or ''; if (id=='KANGAROO') then p.quantity=30; p.flags.extinct=false; o=o+1; qs[#qs+1]=('idx%d@%d,%d=%d'):format(i,r.region_x,r.region_y,p.quantity) else p.quantity=0; p.flags.extinct=true; c=c+1 end end end; print(('kept %d (KANGAROO: %s); closed %d'):format(o, table.concat(qs,' '), c)) | kept 6 (KANGAROO: idx3209@28,19=30 idx3411@28,20=30 idx3611@28,21=30 idx4538@29,19=30 idx4726@29,20=30 idx4914@29,21=30); closed 171
kangaroo_30 | 2 | +0 | probe:release surface | released 0 unit(s) [surface]
kangaroo_30 | 2 | +1865 | probe:release surface | released 3 unit(s) [surface]
kangaroo_30 | 2 | +3620 | probe:release surface | released 4 unit(s) [surface]
kangaroo_30 | 2 | +5160 | probe:release surface | released 2 unit(s) [surface]
kangaroo_30 | 2 | +6860 | probe:release surface | released 3 unit(s) [surface]
kangaroo_30 | 2 | +8675 | probe:release surface | released 4 unit(s) [surface]
kangaroo_30 | 2 | +10472 | probe:release surface | released 3 unit(s) [surface]
kangaroo_30 | 2 | +12000 | probe:release surface | released 4 unit(s) [surface]
kangaroo_30 | 2 | +13639 | probe:release surface | released 4 unit(s) [surface]
kangaroo_30 | 2 | +15162 | probe:release surface | released 4 unit(s) [surface]
kangaroo_30 | 2 | +16717 | probe:release surface | released 0 unit(s) [surface]
kangaroo_30 | 2 | +18393 | probe:release surface | released 0 unit(s) [surface]
kangaroo_30 | 2 | +20057 | probe:release surface | released 0 unit(s) [surface]

## Pool entries that changed between load and end of replicate (1628; the second instrument)
raven_natural | 1 | idx 3186 | BIRD_RAVEN ref6=28,19,-1,-1,-1,53 quantity 354->340 max 354->354 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 3187 | BIRD_KAKAPO ref6=28,19,-1,-1,-1,55 quantity 17->0 max 17->17 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3188 | BIRD_EMU ref6=28,19,-1,-1,-1,56 quantity 11->0 max 11->11 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3191 | BIRD_KESTREL ref6=28,19,-1,-1,-1,60 quantity 24->0 max 24->24 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3192 | BIRD_OWL_GREAT_HORNED ref6=28,19,-1,-1,-1,61 quantity 16->0 max 16->16 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3204 | COUGAR ref6=28,19,-1,-1,-1,79 quantity 2->0 max 2->2 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3205 | GROUNDHOG ref6=28,19,-1,-1,-1,80 quantity 21->0 max 21->21 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3206 | BADGER ref6=28,19,-1,-1,-1,82 quantity 17->0 max 17->17 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3209 | KANGAROO ref6=28,19,-1,-1,-1,88 quantity 21->0 max 21->21 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3210 | PORCUPINE ref6=28,19,-1,-1,-1,90 quantity 25->0 max 25->25 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3211 | SKUNK ref6=28,19,-1,-1,-1,92 quantity 16->0 max 16->16 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3212 | WOMBAT ref6=28,19,-1,-1,-1,96 quantity 15->0 max 15->15 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3215 | DINGO ref6=28,19,-1,-1,-1,100 quantity 14->0 max 14->14 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3216 | WOLF ref6=28,19,-1,-1,-1,101 quantity 13->0 max 13->13 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3389 | BIRD_KAKAPO ref6=28,20,-1,-1,-1,55 quantity 16->0 max 16->16 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3390 | BIRD_EMU ref6=28,20,-1,-1,-1,56 quantity 11->0 max 11->11 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3393 | BIRD_KESTREL ref6=28,20,-1,-1,-1,60 quantity 24->0 max 24->24 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3394 | BIRD_OWL_GREAT_HORNED ref6=28,20,-1,-1,-1,61 quantity 16->0 max 16->16 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3406 | COUGAR ref6=28,20,-1,-1,-1,79 quantity 2->0 max 2->2 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3407 | GROUNDHOG ref6=28,20,-1,-1,-1,80 quantity 21->0 max 21->21 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3408 | BADGER ref6=28,20,-1,-1,-1,82 quantity 16->0 max 16->16 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3411 | KANGAROO ref6=28,20,-1,-1,-1,88 quantity 21->0 max 21->21 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3412 | PORCUPINE ref6=28,20,-1,-1,-1,90 quantity 24->0 max 24->24 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3413 | SKUNK ref6=28,20,-1,-1,-1,92 quantity 16->0 max 16->16 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3414 | WOMBAT ref6=28,20,-1,-1,-1,96 quantity 15->0 max 15->15 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3417 | DINGO ref6=28,20,-1,-1,-1,100 quantity 14->0 max 14->14 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3418 | WOLF ref6=28,20,-1,-1,-1,101 quantity 13->0 max 13->13 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3589 | BIRD_KAKAPO ref6=28,21,-1,-1,-1,55 quantity 16->0 max 16->16 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3590 | BIRD_EMU ref6=28,21,-1,-1,-1,56 quantity 11->0 max 11->11 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3593 | BIRD_KESTREL ref6=28,21,-1,-1,-1,60 quantity 23->0 max 23->23 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3594 | BIRD_OWL_GREAT_HORNED ref6=28,21,-1,-1,-1,61 quantity 15->0 max 15->15 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3606 | COUGAR ref6=28,21,-1,-1,-1,79 quantity 2->0 max 2->2 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3607 | GROUNDHOG ref6=28,21,-1,-1,-1,80 quantity 21->0 max 21->21 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3608 | BADGER ref6=28,21,-1,-1,-1,82 quantity 16->0 max 16->16 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3611 | KANGAROO ref6=28,21,-1,-1,-1,88 quantity 21->0 max 21->21 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3612 | PORCUPINE ref6=28,21,-1,-1,-1,90 quantity 24->0 max 24->24 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3613 | SKUNK ref6=28,21,-1,-1,-1,92 quantity 15->0 max 15->15 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3614 | WOMBAT ref6=28,21,-1,-1,-1,96 quantity 15->0 max 15->15 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3617 | DINGO ref6=28,21,-1,-1,-1,100 quantity 14->0 max 14->14 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 3618 | WOLF ref6=28,21,-1,-1,-1,101 quantity 12->0 max 12->12 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4516 | BIRD_KAKAPO ref6=29,19,-1,-1,-1,55 quantity 16->0 max 16->16 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4517 | BIRD_EMU ref6=29,19,-1,-1,-1,56 quantity 11->0 max 11->11 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4520 | BIRD_KESTREL ref6=29,19,-1,-1,-1,60 quantity 23->0 max 23->23 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4521 | BIRD_OWL_GREAT_HORNED ref6=29,19,-1,-1,-1,61 quantity 15->0 max 15->15 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4533 | COUGAR ref6=29,19,-1,-1,-1,79 quantity 2->0 max 2->2 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4534 | GROUNDHOG ref6=29,19,-1,-1,-1,80 quantity 20->0 max 20->20 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4535 | BADGER ref6=29,19,-1,-1,-1,82 quantity 16->0 max 16->16 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4538 | KANGAROO ref6=29,19,-1,-1,-1,88 quantity 20->0 max 20->20 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4539 | PORCUPINE ref6=29,19,-1,-1,-1,90 quantity 24->0 max 24->24 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4540 | SKUNK ref6=29,19,-1,-1,-1,92 quantity 15->0 max 15->15 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4541 | WOMBAT ref6=29,19,-1,-1,-1,96 quantity 14->0 max 14->14 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4544 | DINGO ref6=29,19,-1,-1,-1,100 quantity 13->0 max 13->13 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4545 | WOLF ref6=29,19,-1,-1,-1,101 quantity 12->0 max 12->12 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4700 | Vermin:0 ref6=29,20,-1,-1,-1,49 quantity 241->241 max 241->241 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4701 | Vermin:5 ref6=29,20,-1,-1,-1,50 quantity 216->216 max 216->216 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4702 | Vermin:8 ref6=29,20,-1,-1,-1,51 quantity 308->309 max 308->308 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4703 | BIRD_RAVEN ref6=29,20,-1,-1,-1,53 quantity 339->275 max 339->339 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4704 | BIRD_KAKAPO ref6=29,20,-1,-1,-1,55 quantity 16->0 max 16->16 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4705 | BIRD_EMU ref6=29,20,-1,-1,-1,56 quantity 11->0 max 11->11 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4706 | Vermin:91 ref6=29,20,-1,-1,-1,58 quantity 334->335 max 334->334 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4707 | Vermin:94 ref6=29,20,-1,-1,-1,59 quantity 257->256 max 257->257 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4708 | BIRD_KESTREL ref6=29,20,-1,-1,-1,60 quantity 23->0 max 23->23 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4709 | BIRD_OWL_GREAT_HORNED ref6=29,20,-1,-1,-1,61 quantity 15->0 max 15->15 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4714 | Vermin:145 ref6=29,20,-1,-1,-1,68 quantity 3530->3110 max 3530->3530 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4717 | Vermin:196 ref6=29,20,-1,-1,-1,73 quantity 3352->0 max 3352->3352 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4721 | COUGAR ref6=29,20,-1,-1,-1,79 quantity 2->0 max 2->2 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4722 | GROUNDHOG ref6=29,20,-1,-1,-1,80 quantity 20->0 max 20->20 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4723 | BADGER ref6=29,20,-1,-1,-1,82 quantity 16->0 max 16->16 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4724 | Vermin:517 ref6=29,20,-1,-1,-1,86 quantity 331->331 max 331->331 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4725 | Vermin:528 ref6=29,20,-1,-1,-1,87 quantity 381->377 max 381->381 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4726 | KANGAROO ref6=29,20,-1,-1,-1,88 quantity 20->0 max 20->20 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4727 | PORCUPINE ref6=29,20,-1,-1,-1,90 quantity 24->0 max 24->24 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4728 | SKUNK ref6=29,20,-1,-1,-1,92 quantity 15->0 max 15->15 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4729 | WOMBAT ref6=29,20,-1,-1,-1,96 quantity 14->0 max 14->14 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4732 | DINGO ref6=29,20,-1,-1,-1,100 quantity 13->0 max 13->13 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4733 | WOLF ref6=29,20,-1,-1,-1,101 quantity 12->0 max 12->12 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4734 | Vermin:514 ref6=29,20,-1,-1,-1,103 quantity 275->262 max 275->275 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4744 | OLM_GIANT ref6=29,20,-1,8,-1,9 quantity 16->16 max 16->16 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4750 | Vermin:410 ref6=29,20,-1,8,-1,15 quantity 429->424 max 429->429 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4751 | Vermin:621 ref6=29,20,-1,8,-1,16 quantity 436->432 max 436->436 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4752 | Vermin:616 ref6=29,20,-1,8,-1,17 quantity 403->405 max 403->403 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4753 | BIRD_SWALLOW_CAVE_GIANT ref6=29,20,-1,8,-1,18 quantity 22->21 max 22->22 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4760 | Vermin:623 ref6=29,20,-1,8,-1,25 quantity 265->251 max 265->265 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4761 | Vermin:630 ref6=29,20,-1,8,-1,26 quantity 387->381 max 387->387 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4778 | CROCODILE_CAVE ref6=29,20,-1,13,-1,14 quantity 12->11 max 12->12 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4779 | Vermin:617 ref6=29,20,-1,13,-1,15 quantity 442->443 max 442->442 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4781 | Vermin:616 ref6=29,20,-1,13,-1,17 quantity 331->323 max 331->331 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4782 | Vermin:410 ref6=29,20,-1,13,-1,18 quantity 257->237 max 257->257 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4785 | JABBERER ref6=29,20,-1,13,-1,21 quantity 21->20 max 21->21 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4790 | Vermin:623 ref6=29,20,-1,13,-1,26 quantity 313->287 max 313->313 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4819 | ELK_BIRD ref6=29,20,-1,25,-1,21 quantity 25->26 max 33->33 discovered 1->1 extinct 0->0
raven_natural | 1 | idx 4829 | Vermin:419 ref6=29,20,-1,25,-1,31 quantity 336->262 max 336->336 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4831 | MAGMA_CRAB ref6=29,20,-1,34,-1,0 quantity 33->34 max 38->38 discovered 1->1 extinct 0->0
raven_natural | 1 | idx 4835 | Vermin:620 ref6=29,20,-1,34,-1,4 quantity 421->350 max 421->421 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4836 | DEMON_3 ref6=29,20,-1,43,-1,0 quantity 10000001->10000001 max 10000001->10000001 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4837 | DEMON_18 ref6=29,20,-1,43,-1,1 quantity 10000001->10000001 max 10000001->10000001 discovered 0->1 extinct 0->0
raven_natural | 1 | idx 4892 | BIRD_KAKAPO ref6=29,21,-1,-1,-1,55 quantity 16->0 max 16->16 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4893 | BIRD_EMU ref6=29,21,-1,-1,-1,56 quantity 11->0 max 11->11 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4896 | BIRD_KESTREL ref6=29,21,-1,-1,-1,60 quantity 23->0 max 23->23 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4897 | BIRD_OWL_GREAT_HORNED ref6=29,21,-1,-1,-1,61 quantity 15->0 max 15->15 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4909 | COUGAR ref6=29,21,-1,-1,-1,79 quantity 2->0 max 2->2 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4910 | GROUNDHOG ref6=29,21,-1,-1,-1,80 quantity 20->0 max 20->20 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4911 | BADGER ref6=29,21,-1,-1,-1,82 quantity 16->0 max 16->16 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4914 | KANGAROO ref6=29,21,-1,-1,-1,88 quantity 20->0 max 20->20 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4915 | PORCUPINE ref6=29,21,-1,-1,-1,90 quantity 23->0 max 23->23 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4916 | SKUNK ref6=29,21,-1,-1,-1,92 quantity 15->0 max 15->15 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4917 | WOMBAT ref6=29,21,-1,-1,-1,96 quantity 14->0 max 14->14 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4920 | DINGO ref6=29,21,-1,-1,-1,100 quantity 13->0 max 13->13 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 4921 | WOLF ref6=29,21,-1,-1,-1,101 quantity 12->0 max 12->12 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5765 | BIRD_OSPREY ref6=30,19,-1,-1,-1,4 quantity 26->0 max 26->26 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5766 | BIRD_ALBATROSS ref6=30,19,-1,-1,-1,5 quantity 29->0 max 29->29 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5768 | FISH_LAMPREY_SEA ref6=30,19,-1,-1,-1,8 quantity 9->0 max 9->9 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5769 | SHARK_GREAT_WHITE ref6=30,19,-1,-1,-1,9 quantity 20->0 max 20->20 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5770 | SHARK_FRILL ref6=30,19,-1,-1,-1,10 quantity 28->0 max 28->28 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5771 | SHARK_SPINY_DOGFISH ref6=30,19,-1,-1,-1,11 quantity 28->0 max 28->28 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5772 | SHARK_WOBBEGONG_SPOTTED ref6=30,19,-1,-1,-1,12 quantity 14->0 max 14->14 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5773 | SHARK_BASKING ref6=30,19,-1,-1,-1,14 quantity 4->0 max 4->4 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5774 | SHARK_NURSE ref6=30,19,-1,-1,-1,15 quantity 5->0 max 5->5 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5775 | SHARK_MAKO_SHORTFIN ref6=30,19,-1,-1,-1,16 quantity 28->0 max 28->28 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5776 | SHARK_MAKO_LONGFIN ref6=30,19,-1,-1,-1,17 quantity 19->0 max 19->19 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5777 | SHARK_BLUE ref6=30,19,-1,-1,-1,22 quantity 23->0 max 23->23 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5778 | SHARK_HAMMERHEAD ref6=30,19,-1,-1,-1,23 quantity 29->0 max 29->29 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5779 | SHARK_ANGEL ref6=30,19,-1,-1,-1,24 quantity 17->0 max 17->17 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5780 | FISH_SKATE_COMMON ref6=30,19,-1,-1,-1,25 quantity 17->0 max 17->17 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5781 | FISH_STURGEON ref6=30,19,-1,-1,-1,29 quantity 6->0 max 6->6 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5782 | FISH_CONGER_EEL ref6=30,19,-1,-1,-1,30 quantity 6->0 max 6->6 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5783 | FISH_COD ref6=30,19,-1,-1,-1,32 quantity 11->0 max 11->11 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5784 | FISH_OPAH ref6=30,19,-1,-1,-1,33 quantity 27->0 max 27->27 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5785 | FISH_BLUEFISH ref6=30,19,-1,-1,-1,35 quantity 23->0 max 23->23 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5786 | FISH_SUNFISH_OCEAN ref6=30,19,-1,-1,-1,36 quantity 29->0 max 29->29 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5787 | FISH_SWORDFISH ref6=30,19,-1,-1,-1,37 quantity 29->0 max 29->29 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5788 | FISH_MARLIN ref6=30,19,-1,-1,-1,38 quantity 19->0 max 19->19 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5789 | FISH_HALIBUT ref6=30,19,-1,-1,-1,39 quantity 8->0 max 8->8 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5790 | FISH_TUNA_BLUEFIN ref6=30,19,-1,-1,-1,41 quantity 36->0 max 36->36 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5791 | OCTOPUS ref6=30,19,-1,-1,-1,43 quantity 77->0 max 77->77 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5792 | CRAB ref6=30,19,-1,-1,-1,44 quantity 432->0 max 432->432 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5794 | ORCA ref6=30,19,-1,-1,-1,47 quantity 25->0 max 25->25 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5795 | HORSESHOE_CRAB ref6=30,19,-1,-1,-1,48 quantity 443->0 max 443->443 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5796 | SPERM_WHALE ref6=30,19,-1,-1,-1,49 quantity 17->0 max 17->17 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5798 | SEA OTTER ref6=30,19,-1,-1,-1,53 quantity 6->0 max 6->6 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5926 | BIRD_OSPREY ref6=30,20,-1,-1,-1,4 quantity 26->0 max 26->26 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5927 | BIRD_ALBATROSS ref6=30,20,-1,-1,-1,5 quantity 29->0 max 29->29 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5929 | FISH_LAMPREY_SEA ref6=30,20,-1,-1,-1,8 quantity 9->0 max 9->9 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5930 | SHARK_GREAT_WHITE ref6=30,20,-1,-1,-1,9 quantity 20->0 max 20->20 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5931 | SHARK_FRILL ref6=30,20,-1,-1,-1,10 quantity 28->0 max 28->28 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5932 | SHARK_SPINY_DOGFISH ref6=30,20,-1,-1,-1,11 quantity 28->0 max 28->28 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5933 | SHARK_WOBBEGONG_SPOTTED ref6=30,20,-1,-1,-1,12 quantity 14->0 max 14->14 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5934 | SHARK_BASKING ref6=30,20,-1,-1,-1,14 quantity 4->0 max 4->4 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5935 | SHARK_NURSE ref6=30,20,-1,-1,-1,15 quantity 5->0 max 5->5 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5936 | SHARK_MAKO_SHORTFIN ref6=30,20,-1,-1,-1,16 quantity 28->0 max 28->28 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5937 | SHARK_MAKO_LONGFIN ref6=30,20,-1,-1,-1,17 quantity 19->0 max 19->19 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5938 | SHARK_BLUE ref6=30,20,-1,-1,-1,22 quantity 23->0 max 23->23 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5939 | SHARK_HAMMERHEAD ref6=30,20,-1,-1,-1,23 quantity 29->0 max 29->29 discovered 0->0 extinct 0->1
raven_natural | 1 | idx 5940 | SHARK_ANGEL ref6=30,20,-1,-1,-1,24 quantity 17->0 max 17->17 discovered 0->0 extinct 0->1
